timestamp,AX,AY,AZ
14189,-0.09,-0.44,1.01
14208,-0.06,-0.42,0.98
14226,-0.09,-0.40,1.07
14245,-0.20,-0.41,1.10
14263,-0.24,-0.39,1.19
14282,-0.15,-0.38,1.21
14300,-0.10,-0.36,1.13
14319,-0.10,-0.35,1.10
14337,-0.10,-0.34,1.14
14356,-0.01,-0.34,1.17
14374,-0.03,-0.32,1.18
14393,0.02,-0.30,1.17
14411,-0.03,-0.30,1.11
14430,-0.12,-0.31,1.24
14448,-0.64,-0.50,2.67
14467,0.18,-0.16,4.00
14485,0.44,-0.30,2.29
14504,-0.26,-0.46,0.13
14522,-0.24,-0.31,0.27
14541,0.05,-0.33,0.59
14559,0.09,-0.30,0.46
14578,0.13,-0.30,0.39
14596,0.18,-0.29,0.55
14615,0.19,-0.30,0.77
14633,0.05,-0.31,0.95
14652,-0.03,-0.31,1.10
14670,-0.05,-0.33,1.28
14689,-0.06,-0.34,1.37
14707,-0.05,-0.35,1.29
14726,-0.00,-0.35,1.12
14744,0.07,-0.34,0.95
14763,0.09,-0.33,0.84
14781,0.10,-0.32,0.76
14800,0.09,-0.32,0.77
14818,0.03,-0.32,0.84
14837,-0.04,-0.33,0.96
14855,-0.09,-0.35,1.08
14874,-0.15,-0.34,1.10
14892,-0.15,-0.34,1.04
14911,-0.11,-0.33,0.98
14929,-0.09,-0.32,0.89
14948,-0.08,-0.31,0.85
14966,-0.07,-0.32,0.89
14985,-0.07,-0.32,0.94
15003,-0.04,-0.32,0.99
15022,-0.03,-0.31,1.00
15040,-0.06,-0.31,1.00
15059,-0.06,-0.31,1.00
15077,-0.06,-0.31,1.00
15096,-0.03,-0.31,0.99
15114,-0.03,-0.31,1.00
15133,-0.01,-0.31,0.98
15151,0.01,-0.31,0.96
15170,-0.02,-0.32,0.93
15188,-0.04,-0.32,0.94
15207,-0.05,-0.32,0.96
